"Ceremony","Ceremony.Year","AwardCeremony","AwardCategory","Note","FilmID","FilmName","PersonID","PersonName","GeneralizedCategory","Your.Rating","Date.Rated","Title","Title.Type","IMDb.Rating","Runtime","Year","Num.Votes","Seen"
29,1957,"029-1957","Top Ten Films",NA,"tt0050109","Albert Schweitzer",NA,NA,"Top Films",NA,NA,"Albert Schweitzer","movie",6,85,1957,136,"No"
29,1957,"029-1957","Top Ten Films",NA,"tt0050419","Funny Face",NA,NA,"Top Films",7,"2021-07-09","Funny Face","movie",7,103,1957,32219,"Yes"
29,1957,"029-1957","Top Ten Films",NA,"tt0050156","The Bachelor Party",NA,NA,"Top Films",NA,NA,"The Bachelor Party","movie",6.7,92,1957,782,"No"
29,1957,"029-1957","Top Ten Films",NA,"tt0050212","The Bridge on the River Kwai",NA,NA,"Top Films",7,"2021-09-16","The Bridge on the River Kwai","movie",8.1,161,1957,229610,"Yes"
29,1957,"029-1957","Top Ten Films",NA,"tt0050356","The Enemy Below",NA,NA,"Top Films",NA,NA,"The Enemy Below","movie",7.4,98,1957,11904,"No"
29,1957,"029-1957","Top Ten Films",NA,"tt0050902","The Rising of the Moon",NA,NA,"Top Films",NA,NA,"The Rising of the Moon","movie",6.6,81,1957,1074,"No"
29,1957,"029-1957","Top Ten Films",NA,"tt0051003","The Spirit of St. Louis",NA,NA,"Top Films",NA,NA,"The Spirit of St. Louis","movie",7.1,135,1957,8469,"No"
30,1958,"030-1958","Best Actor",NA,"tt0051845","The Last Hurrah","nm0000075","Spencer Tracy","Performance",NA,NA,"The Last Hurrah","movie",7.3,121,1958,4060,"No"
30,1958,"030-1958","Best Actor",NA,"tt0052027","The Old Man and the Sea","nm0000075","Spencer Tracy","Performance",NA,NA,"The Old Man and the Sea","movie",6.9,86,1958,8460,"No"
30,1958,"030-1958","Best Actress",NA,"tt0051776","The Inn of the Sixth Happiness","nm0000006","Ingrid Bergman","Performance",NA,NA,"The Inn of the Sixth Happiness","movie",7.2,158,1958,5321,"No"
30,1958,"030-1958","Best Director",NA,"tt0051845","The Last Hurrah","nm0000406","John Ford","Director",NA,NA,"The Last Hurrah","movie",7.3,121,1958,4060,"No"
30,1958,"030-1958","Best Film",NA,"tt0052027","The Old Man and the Sea",NA,NA,"Top Films",NA,NA,"The Old Man and the Sea","movie",6.9,86,1958,8460,"No"
30,1958,"030-1958","Best Foreign Language Film",NA,"tt0048473","Pather Panchali",NA,NA,"International",NA,NA,"Pather Panchali","movie",8.2,125,1955,36696,"No"
30,1958,"030-1958","Best Supporting Actor",NA,"tt0051433","The Bravados","nm0758692","Albert Salmi","Performance",NA,NA,"The Bravados","movie",7,98,1958,6247,"No"
30,1958,"030-1958","Best Supporting Actor",NA,"tt0051435","The Brothers Karamazov","nm0758692","Albert Salmi","Performance",NA,NA,"The Brothers Karamazov","movie",6.7,145,1958,3015,"No"
30,1958,"030-1958","Best Supporting Actress",NA,"tt0051739","The Horse's Mouth","nm0909727","Kay Walsh","Performance",NA,NA,"The Horse's Mouth","movie",7,97,1958,3782,"No"
30,1958,"030-1958","Top Foreign Films",NA,"tt0051994","A Night to Remember",NA,NA,"International",NA,NA,"A Night to Remember","movie",7.9,123,1958,16754,"No"
30,1958,"030-1958","Top Foreign Films",NA,"tt0050706","Mon oncle",NA,NA,"International",7,"2021-07-14","Mon oncle","movie",7.7,116,1958,23777,"Yes"
30,1958,"030-1958","Top Foreign Films",NA,"tt0048473","Pather Panchali",NA,NA,"International",NA,NA,"Pather Panchali","movie",8.2,125,1955,36696,"No"
30,1958,"030-1958","Top Foreign Films",NA,"tt0051739","The Horse's Mouth",NA,NA,"International",NA,NA,"The Horse's Mouth","movie",7,97,1958,3782,"No"
30,1958,"030-1958","Top Foreign Films",NA,"tt0047432","The Red and the Black",NA,NA,"International",NA,NA,"Le rouge et le noir","movie",6.7,205,1954,680,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0051459","Cat on a Hot Tin Roof",NA,NA,"Top Films",9,"2021-07-09","Cat on a Hot Tin Roof","movie",7.9,108,1958,52483,"Yes"
30,1958,"030-1958","Top Ten Films",NA,"tt0051658","Gigi",NA,NA,"Top Films",6,"2021-09-20","Gigi","movie",6.6,115,1958,24035,"Yes"
30,1958,"030-1958","Top Ten Films",NA,"tt0051915","Me and the Colonel",NA,NA,"Top Films",NA,NA,"Me and the Colonel","movie",7,109,1958,714,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0052182","Separate Tables",NA,NA,"Top Films",8,"2021-11-01","Separate Tables","movie",7.4,100,1958,8375,"Yes"
30,1958,"030-1958","Top Ten Films",NA,"tt0051435","The Brothers Karamazov",NA,NA,"Top Films",NA,NA,"The Brothers Karamazov","movie",6.7,145,1958,3015,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0051667","The Goddess",NA,NA,"Top Films",NA,NA,"The Goddess","movie",6.6,104,1958,1006,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0051845","The Last Hurrah",NA,NA,"Top Films",NA,NA,"The Last Hurrah","movie",7.3,121,1958,4060,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0051878","The Long, Hot Summer",NA,NA,"Top Films",NA,NA,"The Long, Hot Summer","movie",7.3,115,1958,12074,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0052027","The Old Man and the Sea",NA,NA,"Top Films",NA,NA,"The Old Man and the Sea","movie",6.9,86,1958,8460,"No"
30,1958,"030-1958","Top Ten Films",NA,"tt0052397","Windjammer: The Voyage of the Christian Radich",NA,NA,"Top Films",NA,NA,"Windjammer: The Voyage of the Christian Radich","movie",7.5,142,1958,291,"No"
31,1959,"031-1959","Best Actor",NA,"tt0050986","Wild Strawberries","nm0803705","Victor Sjöström","Performance",8,"2022-01-11","Smultronstället","movie",8.1,91,1957,112536,"Yes"
31,1959,"031-1959","Best Actress",NA,"tt0053226","Room at the Top","nm0797531","Simone Signoret","Performance",8,"2023-08-31","Room at the Top","movie",7.5,117,1958,7058,"Yes"
31,1959,"031-1959","Best Director",NA,"tt0053131","The Nun's Story","nm0003593","Fred Zinnemann","Director",7,"2023-08-27","The Nun's Story","movie",7.5,149,1959,11482,"Yes"
31,1959,"031-1959","Best Film",NA,"tt0053131","The Nun's Story",NA,NA,"Top Films",7,"2023-08-27","The Nun's Story","movie",7.5,149,1959,11482,"Yes"
31,1959,"031-1959","Best Foreign Language Film",NA,"tt0050986","Wild Strawberries",NA,NA,"International",8,"2022-01-11","Smultronstället","movie",8.1,91,1957,112536,"Yes"
31,1959,"031-1959","Best Supporting Actor",NA,"tt0052618","Ben-Hur","nm0341518","Hugh Griffith","Performance",8,"2021-07-09","Ben-Hur","movie",8.1,212,1959,249080,"Yes"
31,1959,"031-1959","Best Supporting Actress",NA,"tt0053131","The Nun's Story","nm0262725","Edith Evans","Performance",7,"2023-08-27","The Nun's Story","movie",7.5,149,1959,11482,"Yes"
31,1959,"031-1959","Top Foreign Films",NA,"tt0048956","Aparajito",NA,NA,"International",NA,NA,"Aparajito","movie",8.2,110,1956,15550,"No"
31,1959,"031-1959","Top Foreign Films",NA,"tt0051879","Look Back in Anger",NA,NA,"International",7,"2023-05-24","Look Back in Anger","movie",7,98,1959,4267,"Yes"
31,1959,"031-1959","Top Foreign Films",NA,"tt0053226","Room at the Top",NA,NA,"International",8,"2023-08-31","Room at the Top","movie",7.5,117,1958,7058,"Yes"
31,1959,"031-1959","Top Foreign Films",NA,"tt0049839","The Roof",NA,NA,"International",NA,NA,"Il tetto","movie",7.4,91,1956,1199,"No"
31,1959,"031-1959","Top Foreign Films",NA,"tt0050986","Wild Strawberries",NA,NA,"International",8,"2022-01-11","Smultronstället","movie",8.1,91,1957,112536,"Yes"
31,1959,"031-1959","Top Ten Films",NA,"tt0052561","Anatomy of a Murder",NA,NA,"Top Films",9,"2022-01-14","Anatomy of a Murder","movie",8,161,1959,69762,"Yes"
31,1959,"031-1959","Top Ten Films",NA,"tt0052618","Ben-Hur",NA,NA,"Top Films",8,"2021-07-09","Ben-Hur","movie",8.1,212,1959,249080,"Yes"
31,1959,"031-1959","Top Ten Films",NA,"tt0053065","Middle of the Night",NA,NA,"Top Films",NA,NA,"Middle of the Night","movie",7.1,118,1959,1387,"No"
31,1959,"031-1959","Top Ten Films",NA,"tt0053125","North by Northwest",NA,NA,"Top Films",8,"2021-07-09","North by Northwest","movie",8.3,136,1959,340145,"Yes"
31,1959,"031-1959","Top Ten Films",NA,"tt0053137","On the Beach",NA,NA,"Top Films",NA,NA,"On the Beach","movie",7.1,134,1959,14136,"No"
31,1959,"031-1959","Top Ten Films",NA,"tt0053291","Some Like It Hot",NA,NA,"Top Films",8,"2021-07-09","Some Like It Hot","movie",8.2,121,1959,278268,"Yes"
31,1959,"031-1959","Top Ten Films",NA,"tt0053318","Suddenly, Last Summer",NA,NA,"Top Films",NA,NA,"Suddenly, Last Summer","movie",7.5,114,1959,16826,"No"
31,1959,"031-1959","Top Ten Films",NA,"tt0052738","The Diary of Anne Frank",NA,NA,"Top Films",NA,NA,"The Diary of Anne Frank","movie",7.4,180,1959,13408,"No"
31,1959,"031-1959","Top Ten Films",NA,"tt0053043","The Man Who Understood Women",NA,NA,"Top Films",NA,NA,"The Man Who Understood Women","movie",4.4,105,1959,230,"No"
31,1959,"031-1959","Top Ten Films",NA,"tt0053131","The Nun's Story",NA,NA,"Top Films",7,"2023-08-27","The Nun's Story","movie",7.5,149,1959,11482,"Yes"
32,1960,"032-1960","Best Actor",NA,"tt0053917","Home from the Hill","nm0000053","Robert Mitchum","Performance",NA,NA,"Home from the Hill","movie",7.4,150,1960,3735,"No"
32,1960,"032-1960","Best Actor",NA,"tt0054353","The Sundowners","nm0000053","Robert Mitchum","Performance",NA,NA,"The Sundowners","movie",7.1,133,1960,4680,"No"
32,1960,"032-1960","Best Actress",NA,"tt0054354","Sunrise at Campobello","nm0002093","Greer Garson","Performance",NA,NA,"Sunrise at Campobello","movie",6.8,144,1960,1463,"No"
32,1960,"032-1960","Best Director",NA,"tt0054326","Sons and Lovers","nm0002153","Jack Cardiff","Director",NA,NA,"Sons and Lovers","movie",7.1,103,1960,1728,"No"
32,1960,"032-1960","Best Film",NA,"tt0054326","Sons and Lovers",NA,NA,"Top Films",NA,NA,"Sons and Lovers","movie",7.1,103,1960,1728,"No"
32,1960,"032-1960","Best Foreign Language Film",NA,"tt0052572","The World of Apu",NA,NA,"International",9,"2023-08-28","Apur Sansar","movie",8.5,105,1959,15926,"Yes"
32,1960,"032-1960","Best Supporting Actor",NA,"tt0053917","Home from the Hill","nm0000577","George Peppard","Performance",NA,NA,"Home from the Hill","movie",7.4,150,1960,3735,"No"
32,1960,"032-1960","Best Supporting Actress",NA,"tt0053793","Elmer Gantry","nm0429250","Shirley Jones","Performance",NA,NA,"Elmer Gantry","movie",7.7,146,1960,12472,"No"
32,1960,"032-1960","Top Foreign Films",NA,"tt0052893","Hiroshima mon amour",NA,NA,"International",NA,NA,"Hiroshima mon amour","movie",7.8,90,1959,34934,"No"
32,1960,"032-1960","Top Foreign Films",NA,"tt0052911","I'm All Right Jack",NA,NA,"International",NA,NA,"I'm All Right Jack","movie",7.1,105,1959,4295,"No"
32,1960,"032-1960","Top Foreign Films",NA,"tt0053856","Il generale Della Rovere",NA,NA,"International",NA,NA,"Il generale Della Rovere","movie",7.7,132,1959,3580,"No"
32,1960,"032-1960","Top Foreign Films",NA,"tt0053602","The Angry Silence",NA,NA,"International",NA,NA,"The Angry Silence","movie",7.2,95,1960,1641,"No"
32,1960,"032-1960","Top Foreign Films",NA,"tt0052572","The World of Apu",NA,NA,"International",9,"2023-08-28","Apur Sansar","movie",8.5,105,1959,15926,"Yes"
32,1960,"032-1960","Top Ten Films",NA,"tt0053793","Elmer Gantry",NA,NA,"Top Films",NA,NA,"Elmer Gantry","movie",7.7,146,1960,12472,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0053917","Home from the Hill",NA,NA,"Top Films",NA,NA,"Home from the Hill","movie",7.4,150,1960,3735,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0053946","Inherit the Wind",NA,NA,"Top Films",8,"2021-10-17","Inherit the Wind","movie",8.1,128,1960,32116,"Yes"
32,1960,"032-1960","Top Ten Films",NA,"tt0054326","Sons and Lovers",NA,NA,"Top Films",NA,NA,"Sons and Lovers","movie",7.1,103,1960,1728,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0054354","Sunrise at Campobello",NA,NA,"Top Films",NA,NA,"Sunrise at Campobello","movie",6.8,144,1960,1463,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0053580","The Alamo",NA,NA,"Top Films",NA,NA,"The Alamo","movie",6.8,162,1960,17106,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0053604","The Apartment",NA,NA,"Top Films",8,"2021-07-09","The Apartment","movie",8.3,125,1960,191436,"Yes"
32,1960,"032-1960","Top Ten Films",NA,"tt0053750","The Dark at the Top of the Stairs",NA,NA,"Top Films",NA,NA,"The Dark at the Top of the Stairs","movie",7.2,124,1960,813,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0054353","The Sundowners",NA,NA,"Top Films",NA,NA,"The Sundowners","movie",7.1,133,1960,4680,"No"
32,1960,"032-1960","Top Ten Films",NA,"tt0054476","Wild River",NA,NA,"Top Films",NA,NA,"Wild River","movie",7.5,110,1960,6017,"No"
33,1961,"033-1961","Best Actor",NA,"tt0054269","Saturday Night and Sunday Morning","nm0001215","Albert Finney","Performance",NA,NA,"Saturday Night and Sunday Morning","movie",7.5,89,1960,9130,"No"
33,1961,"033-1961","Best Actress",NA,"tt0055489","Summer and Smoke","nm0656183","Geraldine Page","Performance",NA,NA,"Summer and Smoke","movie",6.9,118,1961,2049,"No"
33,1961,"033-1961","Best Director",NA,"tt0055018","The Innocents","nm0002338","Jack Clayton","Director",8,"2021-07-09","The Innocents","movie",7.8,100,1961,32463,"Yes"
33,1961,"033-1961","Best Film",NA,"tt0055349","Question 7",NA,NA,"Top Films",NA,NA,"Question 7","movie",6.2,106,1961,127,"No"
33,1961,"033-1961","Best Foreign Language Film",NA,"tt0052654","The Bridge",NA,NA,"International",NA,NA,"Die Brücke","movie",8,103,1959,8473,"No"
33,1961,"033-1961","Best Supporting Actor",NA,"tt0054997","The Hustler","nm0001276","Jackie Gleason","Performance",6,"2021-09-19","The Hustler","movie",8,134,1961,85494,"Yes"
33,1961,"033-1961","Best Supporting Actress",NA,"tt0055353","A Raisin in the Sun","nm0002039","Ruby Dee","Performance",NA,NA,"A Raisin in the Sun","movie",8,128,1961,9268,"No"
33,1961,"033-1961","Top Foreign Films",NA,"tt0053779","La dolce vita",NA,NA,"International",8,"2022-07-03","La dolce vita","movie",8,174,1960,76789,"Yes"
33,1961,"033-1961","Top Foreign Films",NA,"tt0054269","Saturday Night and Sunday Morning",NA,NA,"International",NA,NA,"Saturday Night and Sunday Morning","movie",7.5,89,1960,9130,"No"
33,1961,"033-1961","Top Foreign Films",NA,"tt0054293","Serge",NA,NA,"International",NA,NA,"Seryozha","movie",7.7,80,1960,698,"No"
33,1961,"033-1961","Top Foreign Films",NA,"tt0052654","The Bridge",NA,NA,"International",NA,NA,"Die Brücke","movie",8,103,1959,8473,"No"
33,1961,"033-1961","Top Foreign Films",NA,"tt0054749","Two Women",NA,NA,"International",NA,NA,"La ciociara","movie",7.7,101,1960,12134,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0054866","Fanny",NA,NA,"Top Films",NA,NA,"Fanny","movie",6.8,134,1961,2585,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0055031","Judgment at Nuremberg",NA,NA,"Top Films",7,"2023-04-19","Judgment at Nuremberg","movie",8.3,179,1961,82526,"Yes"
33,1961,"033-1961","Top Ten Films",NA,"tt0055256","One, Two, Three",NA,NA,"Top Films",NA,NA,"One, Two, Three","movie",7.9,104,1961,22466,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0055349","Question 7",NA,NA,"Top Films",NA,NA,"Question 7","movie",6.2,106,1961,127,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0055489","Summer and Smoke",NA,NA,"Top Films",NA,NA,"Summer and Smoke","movie",6.9,118,1961,2049,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0054991","The Hoodlum Priest",NA,NA,"Top Films",NA,NA,"The Hoodlum Priest","movie",6.6,101,1961,482,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0054997","The Hustler",NA,NA,"Top Films",6,"2021-09-19","The Hustler","movie",8,134,1961,85494,"Yes"
33,1961,"033-1961","Top Ten Films",NA,"tt0055018","The Innocents",NA,NA,"Top Films",8,"2021-07-09","The Innocents","movie",7.8,100,1961,32463,"Yes"
33,1961,"033-1961","Top Ten Films",NA,"tt0055632","The Young Doctors",NA,NA,"Top Films",NA,NA,"The Young Doctors","movie",6.8,100,1961,586,"No"
33,1961,"033-1961","Top Ten Films",NA,"tt0055614","West Side Story",NA,NA,"Top Films",8,"2021-12-29","West Side Story","movie",7.6,153,1961,119067,"Yes"
34,1962,"034-1962","Best Actor",NA,"tt0056196","Long Day's Journey Into Night","nm0001673","Jason Robards","Performance",NA,NA,"Long Day's Journey Into Night","movie",7.5,174,1962,5759,"No"
34,1962,"034-1962","Best Actor",NA,"tt0056566","Tender Is the Night","nm0001673","Jason Robards","Performance",NA,NA,"Tender Is the Night","movie",6,142,1962,864,"No"
34,1962,"034-1962","Best Actress",NA,"tt0056241","The Miracle Worker","nm0000843","Anne Bancroft","Performance",NA,NA,"The Miracle Worker","movie",8.1,106,1962,20013,"No"
34,1962,"034-1962","Best Director",NA,"tt0056172","Lawrence of Arabia","nm0000180","David Lean","Director",9,"2021-07-09","Lawrence of Arabia","movie",8.3,218,1962,307339,"Yes"
34,1962,"034-1962","Best Film",NA,"tt0056197","The Longest Day",NA,NA,"Top Films",NA,NA,"The Longest Day","movie",7.7,178,1962,58237,"No"
34,1962,"034-1962","Best Foreign Language Film",NA,"tt0055910","Sundays and Cybèle",NA,NA,"International",10,"2023-08-29","Les dimanches de Ville d'Avray","movie",7.8,111,1962,4682,"Yes"
34,1962,"034-1962","Best Supporting Actor",NA,"tt0055728","Advise & Consent","nm0580565","Burgess Meredith","Performance",8,"2023-04-16","Advise & Consent","movie",7.7,139,1962,7410,"Yes"
34,1962,"034-1962","Best Supporting Actress",NA,"tt0055738","All Fall Down","nm0001450","Angela Lansbury","Performance",NA,NA,"All Fall Down","movie",6.8,111,1962,2290,"No"
34,1962,"034-1962","Best Supporting Actress",NA,"tt0056218","The Manchurian Candidate","nm0001450","Angela Lansbury","Performance",10,"2023-03-05","The Manchurian Candidate","movie",7.9,126,1962,78472,"Yes"
34,1962,"034-1962","Top Foreign Films",NA,"tt0055774","Barabbas",NA,NA,"International",NA,NA,"Barabbas","movie",6.9,137,1961,6827,"No"
34,1962,"034-1962","Top Foreign Films",NA,"tt0055913","Divorce Italian Style",NA,NA,"International",9,"2022-07-09","Divorzio all'italiana","movie",8,105,1961,13794,"Yes"
34,1962,"034-1962","Top Foreign Films",NA,"tt0055910","Sundays and Cybèle",NA,NA,"International",10,"2023-08-29","Les dimanches de Ville d'Avray","movie",7.8,111,1962,4682,"Yes"
34,1962,"034-1962","Top Foreign Films",NA,"tt0056049","The Naked Island",NA,NA,"International",NA,NA,"Hadaka no shima","movie",8,96,1960,5989,"No"
34,1962,"034-1962","Top Foreign Films",NA,"tt0055499","Through a Glass Darkly",NA,NA,"International",10,"2023-05-22","Såsom i en spegel","movie",7.9,90,1961,26841,"Yes"
34,1962,"034-1962","Top Ten Films",NA,"tt0055506","A Taste of Honey",NA,NA,"Top Films",NA,NA,"A Taste of Honey","movie",7.4,101,1961,6194,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0055796","Billy Budd",NA,NA,"Top Films",NA,NA,"Billy Budd","movie",7.8,123,1962,4799,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0055798","Birdman of Alcatraz",NA,NA,"Top Films",NA,NA,"Birdman of Alcatraz","movie",7.8,147,1962,18812,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0056172","Lawrence of Arabia",NA,NA,"Top Films",9,"2021-07-09","Lawrence of Arabia","movie",8.3,218,1962,307339,"Yes"
34,1962,"034-1962","Top Ten Films",NA,"tt0056196","Long Day's Journey Into Night",NA,NA,"Top Films",NA,NA,"Long Day's Journey Into Night","movie",7.5,174,1962,5759,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0056406","Requiem for a Heavyweight",NA,NA,"Top Films",NA,NA,"Requiem for a Heavyweight","movie",7.8,95,1962,4730,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0056197","The Longest Day",NA,NA,"Top Films",NA,NA,"The Longest Day","movie",7.7,178,1962,58237,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0056241","The Miracle Worker",NA,NA,"Top Films",NA,NA,"The Miracle Worker","movie",8.1,106,1962,20013,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0056675","War Hunt",NA,NA,"Top Films",NA,NA,"War Hunt","movie",6.2,83,1962,1093,"No"
34,1962,"034-1962","Top Ten Films",NA,"tt0055618","Whistle Down the Wind",NA,NA,"Top Films",NA,NA,"Whistle Down the Wind","movie",7.6,99,1961,3661,"No"
35,1963,"035-1963","Best Actor",NA,"tt0056937","Cleopatra","nm0001322","Rex Harrison","Performance",7,"2021-08-22","Cleopatra","movie",7,192,1963,36475,"Yes"
35,1963,"035-1963","Best Actress",NA,"tt0057163","Hud","nm0623658","Patricia Neal","Performance",8,"2021-07-14","Hud","movie",7.8,112,1963,23451,"Yes"
35,1963,"035-1963","Best Director",NA,"tt0057590","Tom Jones","nm0724798","Tony Richardson","Director",5,"2022-03-12","Tom Jones","movie",6.4,129,1963,13956,"Yes"
35,1963,"035-1963","Best Film",NA,"tt0057590","Tom Jones",NA,NA,"Top Films",5,"2022-03-12","Tom Jones","movie",6.4,129,1963,13956,"Yes"
35,1963,"035-1963","Best Foreign Language Film",NA,"tt0056801","8½",NA,NA,"International",9,"2023-09-02","8½","movie",8,138,1963,123153,"Yes"
35,1963,"035-1963","Best Supporting Actor",NA,"tt0057163","Hud","nm0002048","Melvyn Douglas","Performance",8,"2021-07-14","Hud","movie",7.8,112,1963,23451,"Yes"
35,1963,"035-1963","Best Supporting Actress",NA,"tt0057634","The V.I.P.s","nm0751983","Margaret Rutherford","Performance",NA,NA,"The V.I.P.s","movie",6.3,119,1963,4118,"No"
35,1963,"035-1963","Top Foreign Films",NA,"tt0056801","8½",NA,NA,"International",9,"2023-09-02","8½","movie",8,138,1963,123153,"Yes"
35,1963,"035-1963","Top Foreign Films",NA,"tt0057344","Any Number Can Win",NA,NA,"International",NA,NA,"Mélodie en sous-sol","movie",7.3,118,1963,3956,"No"
35,1963,"035-1963","Top Foreign Films",NA,"tt0056389","The Four Days of Naples",NA,NA,"International",NA,NA,"Le quattro giornate di Napoli","movie",7.6,120,1962,977,"No"
35,1963,"035-1963","Top Foreign Films",NA,"tt0057091","The Leopard",NA,NA,"International",NA,NA,"Il gattopardo","movie",7.9,186,1963,28101,"No"
35,1963,"035-1963","Top Foreign Films",NA,"tt0057358","Winter Light",NA,NA,"International",NA,NA,"Nattvardsgästerna","movie",8,81,1963,26490,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0056818","All the Way Home",NA,NA,"Top Films",NA,NA,"All the Way Home","movie",7.2,97,1963,454,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0056085","How the West Was Won",NA,NA,"Top Films",NA,NA,"How the West Was Won","movie",7,164,1962,22689,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0057163","Hud",NA,NA,"Top Films",8,"2021-07-14","Hud","movie",7.8,112,1963,23451,"Yes"
35,1963,"035-1963","Top Ten Films",NA,"tt0057251","Lilies of the Field",NA,NA,"Top Films",6,"2022-02-01","Lilies of the Field","movie",7.5,94,1963,12983,"Yes"
35,1963,"035-1963","Top Ten Films",NA,"tt0057261","Lord of the Flies",NA,NA,"Top Films",6,"2021-07-14","Lord of the Flies","movie",6.9,92,1963,20070,"Yes"
35,1963,"035-1963","Top Ten Films",NA,"tt0056907","The Cardinal",NA,NA,"Top Films",NA,NA,"The Cardinal","movie",6.7,175,1963,2824,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0057115","The Great Escape",NA,NA,"Top Films",NA,NA,"The Great Escape","movie",8.2,172,1963,254261,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0057239","The L-Shaped Room",NA,NA,"Top Films",NA,NA,"The L-Shaped Room","movie",7.3,126,1962,2170,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0057578","This Sporting Life",NA,NA,"Top Films",NA,NA,"This Sporting Life","movie",7.5,134,1963,7004,"No"
35,1963,"035-1963","Top Ten Films",NA,"tt0057590","Tom Jones",NA,NA,"Top Films",5,"2022-03-12","Tom Jones","movie",6.4,129,1963,13956,"Yes"
36,1964,"036-1964","Best Actor",NA,"tt0057831","Zorba the Greek","nm0000063","Anthony Quinn","Performance",NA,NA,"Alexis Zorbas","movie",7.6,142,1964,23725,"No"
36,1964,"036-1964","Best Actress",NA,"tt0058557","Seance on a Wet Afternoon","nm0822535","Kim Stanley","Performance",NA,NA,"Seance on a Wet Afternoon","movie",7.6,121,1964,7227,"No"
36,1964,"036-1964","Best Director",NA,"tt0058142","Girl with Green Eyes","nm0204471","Desmond Davis","Director",NA,NA,"Girl with Green Eyes","movie",7,91,1964,1404,"No"
36,1964,"036-1964","Best Film",NA,"tt0057877","Becket",NA,NA,"Top Films",NA,NA,"Becket","movie",7.8,148,1964,15546,"No"
36,1964,"036-1964","Best Foreign Language Film",NA,"tt0058364","World Without Sun",NA,NA,"International",NA,NA,"Le monde sans soleil","movie",7.5,93,1964,513,"No"
36,1964,"036-1964","Best Supporting Actor",NA,"tt0057917","The Carpetbaggers","nm0000842","Martin Balsam","Performance",NA,NA,"The Carpetbaggers","movie",6.5,150,1964,2427,"No"
36,1964,"036-1964","Best Supporting Actress",NA,"tt0057933","The Chalk Garden","nm0262725","Edith Evans","Performance",NA,NA,"The Chalk Garden","movie",7.2,106,1964,2423,"No"
36,1964,"036-1964","Top Foreign Films",NA,"tt0057656","Anatomy of a Marriage",NA,NA,"International",NA,NA,"Françoise ou La vie conjugale","movie",7.1,112,1964,190,"No"
36,1964,"036-1964","Top Foreign Films",NA,"tt0058564","Seduced and Abandoned",NA,NA,"International",NA,NA,"Sedotta e abbandonata","movie",7.9,118,1964,3763,"No"
36,1964,"036-1964","Top Foreign Films",NA,"tt0056945","The Organizer",NA,NA,"International",NA,NA,"I compagni","movie",7.9,130,1963,3128,"No"
36,1964,"036-1964","Top Foreign Films",NA,"tt0058364","World Without Sun",NA,NA,"International",NA,NA,"Le monde sans soleil","movie",7.5,93,1964,513,"No"
36,1964,"036-1964","Top Foreign Films",NA,"tt0057171","Yesterday, Today and Tomorrow",NA,NA,"International",7,"2023-09-23","Ieri oggi domani","movie",7.2,114,1963,9894,"Yes"
36,1964,"036-1964","Top Ten Films",NA,"tt0057877","Becket",NA,NA,"Top Films",NA,NA,"Becket","movie",7.8,148,1964,15546,"No"
36,1964,"036-1964","Top Ten Films",NA,"tt0059197","Four Days in November",NA,NA,"Top Films",NA,NA,"Four Days in November","movie",7.5,122,1964,601,"No"
36,1964,"036-1964","Top Ten Films",NA,"tt0058142","Girl with Green Eyes",NA,NA,"Top Films",NA,NA,"Girl with Green Eyes","movie",7,91,1964,1404,"No"
36,1964,"036-1964","Top Ten Films",NA,"tt0058385","My Fair Lady",NA,NA,"Top Films",7,"2021-08-10","My Fair Lady","movie",7.8,170,1964,99757,"Yes"
