"TheatreID","SessionID","ScreenTitle","ScreenTrailer","ScreenPoster","ScreenDate","ScreenTimestamp","ScreenTime","ScreenTicketLink","ScreenGenre","ScreenRuntime","ScreenTheatre"
"f-0100004156","37397","EVANGELION: 3.0+1.01 THRICE UPON A TIME","https://www.youtube.com/watch?v=zRSc-fQ1Sdg","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004156?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-19T20:30:00","08:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37397&visLang=1","Animation, sci-fi","155 Minutes","AFI - AFI Silver 2"
"f-0100004156","37398","EVANGELION: 3.0+1.01 THRICE UPON A TIME","https://www.youtube.com/watch?v=zRSc-fQ1Sdg","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004156?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-20T20:30:00","08:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37398&visLang=1","Animation, sci-fi","155 Minutes","AFI - AFI Silver 2"
"f-0100004142","36905","EVERY MAN FOR HIMSELF (1980)","https://www.youtube.com/watch?v=n0_7IXbI_1I","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004142?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Tuesday, August 29, 2023","2023-08-29T21:50:00","09:50 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36905&visLang=1","Drama","87 Minutes","AFI - AFI Silver 2"
"f-0100004142","36906","EVERY MAN FOR HIMSELF (1980)","https://www.youtube.com/watch?v=n0_7IXbI_1I","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004142?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Tuesday, August 29, 2023","2023-08-31T21:45:00","09:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36906&visLang=1","Drama","87 Minutes","AFI - AFI Silver 2"
"f-0100004145","36911","FOR EVER MOZART","https://www.youtube.com/watch?v=A2LvEmJ8KXc","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004145?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 10, 2023","2023-09-10T16:00:00","04:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36911&visLang=1","Comedy-drama","85 Minutes","AFI - AFI Silver 1"
"f-0100004091","36633","GAME OF DEATH (1978)","https://www.youtube.com/watch?v=8E5aiXLgnMA","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004091?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 16, 2023","2023-09-16T22:00:00","10:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36633&visLang=1","Action","101 Minutes","AFI - AFI Silver 2"
"f-0100004091","36634","GAME OF DEATH (1978)","https://www.youtube.com/watch?v=8E5aiXLgnMA","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004091?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 16, 2023","2023-09-18T21:20:00","09:20 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36634&visLang=1","Action","101 Minutes","AFI - AFI Silver 2"
"f-0100004191","37472","GOING VARSITY IN MARIACHI","https://www.youtube.com/watch?v=KnJlJqOw5QM","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004191?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 24, 2023","2023-09-24T12:15:00","12:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37472&visLang=1","Documentary - music","105 Minutes","AFI - AFI Silver 1"
"f-0100004191","37473","GOING VARSITY IN MARIACHI","https://www.youtube.com/watch?v=KnJlJqOw5QM","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004191?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 24, 2023","2023-09-25T19:00:00","07:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37473&visLang=1","Documentary - music","105 Minutes","AFI - AFI Silver 1"
"f-0100004154","37438","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-28T14:20:00","02:20 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37438&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37439","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-28T16:30:00","04:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37439&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37440","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-28T21:20:00","09:20 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37440&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37441","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-29T12:15:00","12:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37441&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37442","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-29T14:20:00","02:20 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37442&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37443","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-29T16:30:00","04:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37443&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37444","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-29T18:45:00","06:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37444&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37446","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-30T12:15:00","12:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37446&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37447","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-30T14:20:00","02:20 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37447&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37448","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-30T16:30:00","04:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37448&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37449","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-30T18:45:00","06:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37449&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37451","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-31T12:15:00","12:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37451&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37452","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-31T14:20:00","02:20 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37452&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37453","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-31T16:30:00","04:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37453&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100004154","37454","GOLDA","https://www.youtube.com/watch?v=unW5w6JCEb8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004154?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Monday, August 28, 2023","2023-08-31T18:45:00","06:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37454&visLang=1","Historical drama","100 Minutes","AFI - AFI Silver 3"
"f-0100000049","36999","GOODFELLAS","https://www.youtube.com/watch?v=xWMxvFvhAB8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100000049?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 02, 2023","2023-09-02T19:00:00","07:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36999&visLang=1","Crime drama","146 Minutes","AFI - AFI Silver 1"
"f-0100000049","37000","GOODFELLAS","https://www.youtube.com/watch?v=xWMxvFvhAB8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100000049?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 02, 2023","2023-09-03T21:00:00","09:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37000&visLang=1","Crime drama","146 Minutes","AFI - AFI Silver 1"
"f-0100000049","37001","GOODFELLAS","https://www.youtube.com/watch?v=xWMxvFvhAB8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100000049?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 02, 2023","2023-09-04T13:00:00","01:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37001&visLang=1","Crime drama","146 Minutes","AFI - AFI Silver 1"
"f-0100000049","37002","GOODFELLAS","https://www.youtube.com/watch?v=xWMxvFvhAB8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100000049?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 02, 2023","2023-09-05T18:45:00","06:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37002&visLang=1","Crime drama","146 Minutes","AFI - AFI Silver 1"
"f-0100000049","37003","GOODFELLAS","https://www.youtube.com/watch?v=xWMxvFvhAB8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100000049?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 02, 2023","2023-09-06T13:00:00","01:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37003&visLang=1","Crime drama","146 Minutes","AFI - AFI Silver 1"
"f-0100000049","37004","GOODFELLAS","https://www.youtube.com/watch?v=xWMxvFvhAB8","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100000049?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 02, 2023","2023-09-07T18:45:00","06:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37004&visLang=1","Crime drama","146 Minutes","AFI - AFI Silver 1"
"f-0100004174","37486","GUAPO'Y","https://www.youtube.com/watch?v=pYIC6-JEk8I","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004174?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 29, 2023","2023-09-29T17:00:00","05:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37486&visLang=1","Documentary","71 Minutes","AFI - AFI Silver 1"
"f-0100004174","37487","GUAPO'Y","https://www.youtube.com/watch?v=pYIC6-JEk8I","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004174?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 29, 2023","2023-09-30T12:30:00","12:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37487&visLang=1","Documentary","71 Minutes","AFI - AFI Silver 1"
"f-0100004174","37488","GUAPO'Y","https://www.youtube.com/watch?v=pYIC6-JEk8I","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004174?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 29, 2023","2023-10-03T16:15:00","04:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37488&visLang=1","Documentary","71 Minutes","AFI - AFI Silver 1"
"f-0100004144","36910","HAIL MARY","https://www.youtube.com/watch?v=h1E8c6sSk_w","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004144?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 03, 2023","2023-09-03T16:05:00","04:05 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36910&visLang=1","Drama","72 Minutes","AFI - AFI Silver 1"
"f-0100004144","36909","HAIL MARY","https://www.youtube.com/watch?v=h1E8c6sSk_w","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004144?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 03, 2023","2023-09-06T21:45:00","09:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36909&visLang=1","Drama","72 Minutes","AFI - AFI Silver 1"
"f-0100003728","37006","HEAT (1995)","https://www.youtube.com/watch?v=14oNcFxiVaQ","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100003728?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 03, 2023","2023-09-03T17:45:00","05:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37006&visLang=1","Crime drama","170 Minutes","AFI - AFI Silver 1"
"f-0100003728","37007","HEAT (1995)","https://www.youtube.com/watch?v=14oNcFxiVaQ","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100003728?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 03, 2023","2023-09-05T13:00:00","01:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37007&visLang=1","Crime drama","170 Minutes","AFI - AFI Silver 1"
"f-0100003728","37008","HEAT (1995)","https://www.youtube.com/watch?v=14oNcFxiVaQ","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100003728?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 03, 2023","2023-09-06T18:30:00","06:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37008&visLang=1","Crime drama","170 Minutes","AFI - AFI Silver 1"
"f-0100003728","37009","HEAT (1995)","https://www.youtube.com/watch?v=14oNcFxiVaQ","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100003728?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 03, 2023","2023-09-07T13:00:00","01:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37009&visLang=1","Crime drama","170 Minutes","AFI - AFI Silver 1"
"f-0100004171","37514","HEROIC","https://www.youtube.com/watch?v=UzHcK8Kyjx0
","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004171?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, October 06, 2023","2023-10-06T21:15:00","09:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37514&visLang=1","Thriller, drama","88 Minutes","AFI - AFI Silver 1"
"f-0100004171","37515","HEROIC","https://www.youtube.com/watch?v=UzHcK8Kyjx0
","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004171?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, October 06, 2023","2023-10-10T21:10:00","09:10 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37515&visLang=1","Thriller, drama","88 Minutes","AFI - AFI Silver 1"
"f-0100004170","37458","I AM BERTA","https://www.youtube.com/watch?v=HOti8G6Dw64","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004170?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 22, 2023","2023-09-22T16:15:00","04:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37458&visLang=1","Documentary","136 Minutes","AFI - AFI Silver 1"
"f-0100004170","37461","I AM BERTA","https://www.youtube.com/watch?v=HOti8G6Dw64","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004170?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 22, 2023","2023-09-27T16:15:00","04:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37461&visLang=1","Documentary","136 Minutes","AFI - AFI Silver 1"
"f-0100004175","37526","ÍNDIA (2022)","https://www.youtube.com/watch?v=WK3p_05P_hY","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004175?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, October 08, 2023","2023-10-08T16:10:00","04:10 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37526&visLang=1","Comedy-drama","123 Minutes","AFI - AFI Silver 1"
"f-0100004175","37527","ÍNDIA (2022)","https://www.youtube.com/watch?v=WK3p_05P_hY","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004175?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, October 08, 2023","2023-10-09T20:50:00","08:50 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37527&visLang=1","Comedy-drama","123 Minutes","AFI - AFI Silver 1"
"f-0100002160","36612","JEANNE DIELMAN, 23 QUAI DU COMMERCE 1080 BRUXELLES","https://www.youtube.com/watch?v=B_VMksK7mew","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002160?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 17, 2023","2023-09-17T13:45:00","01:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36612&visLang=1","Drama","201 Minutes","AFI - AFI Silver 1"
"f-0100002160","36613","JEANNE DIELMAN, 23 QUAI DU COMMERCE 1080 BRUXELLES","https://www.youtube.com/watch?v=B_VMksK7mew","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002160?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 17, 2023","2023-09-18T12:45:00","12:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36613&visLang=1","Drama","201 Minutes","AFI - AFI Silver 1"
"f-0100002160","36614","JEANNE DIELMAN, 23 QUAI DU COMMERCE 1080 BRUXELLES","https://www.youtube.com/watch?v=B_VMksK7mew","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002160?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Sunday, September 17, 2023","2023-09-20T12:45:00","12:45 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36614&visLang=1","Drama","201 Minutes","AFI - AFI Silver 1"
"f-0100004160","37489","LET THE DANCE BEGIN","https://www.youtube.com/watch?v=0olBZR23HQo","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004160?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 29, 2023","2023-09-29T19:00:00","07:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37489&visLang=1","Comedy","99 Minutes","AFI - AFI Silver 1"
"f-0100004160","37490","LET THE DANCE BEGIN","https://www.youtube.com/watch?v=0olBZR23HQo","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004160?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 29, 2023","2023-10-01T14:30:00","02:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37490&visLang=1","Comedy","99 Minutes","AFI - AFI Silver 1"
"f-0100004186","37498","LOST IN THE NIGHT","https://www.youtube.com/watch?v=0TQ4Ue1blcQ","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004186?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 30, 2023","2023-09-30T20:40:00","08:40 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37498&visLang=1","Thriller, drama","120 Minutes","AFI - AFI Silver 1"
"f-0100004186","37499","LOST IN THE NIGHT","https://www.youtube.com/watch?v=0TQ4Ue1blcQ","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004186?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Saturday, September 30, 2023","2023-10-02T19:00:00","07:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37499&visLang=1","Thriller, drama","120 Minutes","AFI - AFI Silver 1"
"f-0100002718","37025","MAD MAX: FURY ROAD","https://www.youtube.com/watch?v=YWNWi-ZWL3c","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002718?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-15T12:00:00","12:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37025&visLang=1","Action adventure","120 Minutes","AFI - AFI Silver 1"
"f-0100002718","37026","MAD MAX: FURY ROAD","https://www.youtube.com/watch?v=YWNWi-ZWL3c","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002718?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-15T19:00:00","07:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37026&visLang=1","Action adventure","120 Minutes","AFI - AFI Silver 1"
"f-0100002718","37027","MAD MAX: FURY ROAD","https://www.youtube.com/watch?v=YWNWi-ZWL3c","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002718?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-17T20:30:00","08:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37027&visLang=1","Action adventure","120 Minutes","AFI - AFI Silver 1"
"f-0100002718","37028","MAD MAX: FURY ROAD","https://www.youtube.com/watch?v=YWNWi-ZWL3c","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002718?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-19T19:00:00","07:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37028&visLang=1","Action adventure","120 Minutes","AFI - AFI Silver 1"
"f-0100002718","37029","MAD MAX: FURY ROAD","https://www.youtube.com/watch?v=YWNWi-ZWL3c","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002718?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 15, 2023","2023-09-21T13:30:00","01:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37029&visLang=1","Action adventure","120 Minutes","AFI - AFI Silver 1"
"f-0100002541","36993","MALCOLM X","https://www.youtube.com/watch?v=sx4sEvhYeVE","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002541?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 01, 2023","2023-09-01T13:00:00","01:00 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36993&visLang=1","Drama, biography","202 Minutes","AFI - AFI Silver 1"
"f-0100002541","36994","MALCOLM X","https://www.youtube.com/watch?v=sx4sEvhYeVE","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100002541?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 01, 2023","2023-09-04T18:30:00","06:30 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=36994&visLang=1","Drama, biography","202 Minutes","AFI - AFI Silver 1"
"f-0100004151","37221","MARRIED TO COMICS","https://www.youtube.com/watch?v=ag6jYZ4M4CM","//silver.afi.com/CDN/media/entity/get/FilmPosterGraphic/f-0100004151?width=121&height=180&referenceScheme=Global&allowPlaceHolder=true","Friday, September 08, 2023","2023-09-08T19:15:00","07:15 PM","//silver.afi.com/Ticketing/visSelectTickets.aspx?cinemacode=1001&txtSessionId=37221&visLang=1","Documentary","121 Minutes","AFI - AFI Silver 1"
