CeremonyID,AwardCategory,AwardWinner,Film,FilmID,Person,PersonID,AwardType
081-2008,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,Slumdog Millionaire,tt1010048,A.R. Rahman,nm0006246,Music
081-2008,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,Slumdog Millionaire,tt1010048,M.I.A.,nm1756665,Music
081-2008,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,WALL·E,tt0910970,Peter Gabriel,nm0300272,Music
081-2008,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,WALL·E,tt0910970,Thomas Newman,nm0002353,Music
081-2008,Best Achievement in Sound Editing,Winner,The Dark Knight,tt0468569,Richard King,nm0455185,Effects
081-2008,Best Achievement in Sound Editing,NA,Iron Man,tt0371746,Christopher Boyes,nm0102110,Effects
081-2008,Best Achievement in Sound Editing,NA,Iron Man,tt0371746,Frank E. Eulner,nm0262361,Effects
081-2008,Best Achievement in Sound Editing,NA,Slumdog Millionaire,tt1010048,Glenn Freemantle,nm0293634,Effects
081-2008,Best Achievement in Sound Editing,NA,Slumdog Millionaire,tt1010048,Tom Sayers,nm0768482,Effects
081-2008,Best Achievement in Sound Editing,NA,WALL·E,tt0910970,Ben Burtt,nm0123785,Effects
081-2008,Best Achievement in Sound Editing,NA,WALL·E,tt0910970,Matthew Wood,nm0003214,Effects
081-2008,Best Achievement in Sound Editing,NA,Wanted,tt0493464,Wylie Stateman,nm0823758,Effects
081-2008,Best Achievement in Sound Mixing,Winner,Slumdog Millionaire,tt1010048,Ian Tapp,nm0850059,Effects
081-2008,Best Achievement in Sound Mixing,Winner,Slumdog Millionaire,tt1010048,Resul Pookutty,nm1017076,Effects
081-2008,Best Achievement in Sound Mixing,Winner,Slumdog Millionaire,tt1010048,Richard Pryke,nm0699358,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Curious Case of Benjamin Button,tt0421715,David Parker,nm0662188,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Curious Case of Benjamin Button,tt0421715,Mark Weingarten,nm0918319,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Curious Case of Benjamin Button,tt0421715,Michael Semanick,nm0783713,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Curious Case of Benjamin Button,tt0421715,Ren Klyce,nm0460274,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Dark Knight,tt0468569,Ed Novick,nm0637085,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Dark Knight,tt0468569,Gary A. Rizzo,nm0729886,Effects
081-2008,Best Achievement in Sound Mixing,NA,The Dark Knight,tt0468569,Lora Hirschberg,nm0386567,Effects
081-2008,Best Achievement in Sound Mixing,NA,WALL·E,tt0910970,Ben Burtt,nm0123785,Effects
081-2008,Best Achievement in Sound Mixing,NA,WALL·E,tt0910970,Michael Semanick,nm0783713,Effects
081-2008,Best Achievement in Sound Mixing,NA,WALL·E,tt0910970,Tom Myers,nm0616878,Effects
081-2008,Best Achievement in Sound Mixing,NA,Wanted,tt0493464,Chris Jenkins,nm0420804,Effects
081-2008,Best Achievement in Sound Mixing,NA,Wanted,tt0493464,Frank A. Montaño,nm0599057,Effects
081-2008,Best Achievement in Sound Mixing,NA,Wanted,tt0493464,Petr Forejt,nm0286014,Effects
081-2008,Best Achievement in Film Editing,Winner,Slumdog Millionaire,tt1010048,Chris Dickens,nm0225323,Effects
081-2008,Best Achievement in Film Editing,NA,Frost/Nixon,tt0870111,Daniel P. Hanley,nm0360067,Effects
081-2008,Best Achievement in Film Editing,NA,Frost/Nixon,tt0870111,Mike Hill,nm0384528,Effects
081-2008,Best Achievement in Film Editing,NA,Milk,tt1013753,Elliot Graham,nm0971680,Effects
081-2008,Best Achievement in Film Editing,NA,The Curious Case of Benjamin Button,tt0421715,Angus Wall,nm0908370,Effects
081-2008,Best Achievement in Film Editing,NA,The Curious Case of Benjamin Button,tt0421715,Kirk Baxter,nm0062775,Effects
081-2008,Best Achievement in Film Editing,NA,The Dark Knight,tt0468569,Lee Smith,nm0809059,Effects
081-2008,Best Achievement in Visual Effects,Winner,The Curious Case of Benjamin Button,tt0421715,Burt Dalton,nm0198245,Effects
081-2008,Best Achievement in Visual Effects,Winner,The Curious Case of Benjamin Button,tt0421715,Craig Barron,nm0057652,Effects
081-2008,Best Achievement in Visual Effects,Winner,The Curious Case of Benjamin Button,tt0421715,Eric Barba,nm0053146,Effects
081-2008,Best Achievement in Visual Effects,Winner,The Curious Case of Benjamin Button,tt0421715,Steve Preeg,nm1762344,Effects
081-2008,Best Achievement in Visual Effects,NA,Iron Man,tt0371746,Ben Snow,nm0811240,Effects
081-2008,Best Achievement in Visual Effects,NA,Iron Man,tt0371746,Daniel Sudick,nm0837203,Effects
081-2008,Best Achievement in Visual Effects,NA,Iron Man,tt0371746,John Nelson,nm0625471,Effects
081-2008,Best Achievement in Visual Effects,NA,Iron Man,tt0371746,Shane Mahan,nm0536752,Effects
081-2008,Best Achievement in Visual Effects,NA,The Dark Knight,tt0468569,Chris Corbould,nm0179269,Effects
081-2008,Best Achievement in Visual Effects,NA,The Dark Knight,tt0468569,Nick Davis,nm0002428,Effects
081-2008,Best Achievement in Visual Effects,NA,The Dark Knight,tt0468569,Paul J. Franklin,nm0291518,Effects
081-2008,Best Achievement in Visual Effects,NA,The Dark Knight,tt0468569,Tim Webber,nm0916449,Effects
081-2008,"Best Short Film, Live Action",Winner,Spielzeugland,tt1280548,Jochen Alexander Freydank,nm0293770,Short
081-2008,"Best Short Film, Live Action",NA,Auf der Strecke,tt1219675,Reto Caffi,nm1802053,Short
081-2008,"Best Short Film, Live Action",NA,Grisen,tt1333640,Dorte Warnøe Høgh,nm1227825,Short
081-2008,"Best Short Film, Live Action",NA,Grisen,tt1333640,Tivi Magnusson,nm0536410,Short
081-2008,"Best Short Film, Live Action",NA,Manon sur le bitume,tt1186020,Elizabeth Marre,nm0550094,Short
081-2008,"Best Short Film, Live Action",NA,Manon sur le bitume,tt1186020,Olivier Pont,nm1991764,Short
081-2008,"Best Short Film, Live Action",NA,New Boy,tt1095191,Steph Green,nm1576181,Short
081-2008,"Best Short Film, Live Action",NA,New Boy,tt1095191,Tamara Anghie,nm1536213,Short
081-2008,"Best Short Film, Animated",Winner,The House of Small Cubes,tt1361566,Kunio Katô,nm3272471,Short
081-2008,"Best Short Film, Animated",NA,Oktapodi,tt1323941,Emud Mokhberi,nm3196343,Short
081-2008,"Best Short Film, Animated",NA,Oktapodi,tt1323941,Thierry Marchand,nm3194174,Short
081-2008,"Best Short Film, Animated",NA,Presto,tt1245104,Doug Sweetland,nm0842339,Short
081-2008,"Best Short Film, Animated",NA,This Way Up,tt1279499,Adam Foulkes,nm1927850,Short
081-2008,"Best Short Film, Animated",NA,This Way Up,tt1279499,Alan Smith,nm1931787,Short
081-2008,"Best Short Film, Animated",NA,Ubornaya istoriya - lyubovnaya istoriya,tt0983242,Konstantin Bronzit,nm0111588,Short
081-2008,"Best Documentary, Short Subject",Winner,Smile Pinki,tt1360065,Megan Mylan,nm0616959,Short
081-2008,"Best Documentary, Short Subject",NA,The Conscience of Nhem En,tt1360057,Steven Okazaki,nm0645574,Short
081-2008,"Best Documentary, Short Subject",NA,The Final Inch,tt1360061,Irene Taylor,nm2480339,Short
081-2008,"Best Documentary, Short Subject",NA,The Final Inch,tt1360061,Tom Grant,nm0335679,Short
081-2008,"Best Documentary, Short Subject",NA,The Witness from the Balcony of Room 306,tt1360068,Adam Pertofsky,nm0675700,Short
081-2008,"Best Documentary, Short Subject",NA,The Witness from the Balcony of Room 306,tt1360068,Margaret Hyde,nm3270598,Short
082-2009,Best Motion Picture of the Year,Winner,The Hurt Locker,tt0887912,Greg Shapiro,nm0788513,Picture
082-2009,Best Motion Picture of the Year,Winner,The Hurt Locker,tt0887912,Kathryn Bigelow,nm0000941,Picture
082-2009,Best Motion Picture of the Year,Winner,The Hurt Locker,tt0887912,Mark Boal,nm1676793,Picture
082-2009,Best Motion Picture of the Year,Winner,The Hurt Locker,tt0887912,Nicolas Chartier,nm1291566,Picture
082-2009,Best Motion Picture of the Year,NA,A Serious Man,tt1019452,Ethan Coen,nm0001053,Picture
082-2009,Best Motion Picture of the Year,NA,A Serious Man,tt1019452,Joel Coen,nm0001054,Picture
082-2009,Best Motion Picture of the Year,NA,An Education,tt1174732,Amanda Posey,nm0692656,Picture
082-2009,Best Motion Picture of the Year,NA,An Education,tt1174732,Finola Dwyer,nm0245493,Picture
082-2009,Best Motion Picture of the Year,NA,Avatar,tt0499549,James Cameron,nm0000116,Picture
082-2009,Best Motion Picture of the Year,NA,Avatar,tt0499549,Jon Landau,nm0484457,Picture
082-2009,Best Motion Picture of the Year,NA,District 9,tt1136608,Carolynne Cunningham,nm0192253,Picture
082-2009,Best Motion Picture of the Year,NA,District 9,tt1136608,Peter Jackson,nm0001392,Picture
082-2009,Best Motion Picture of the Year,NA,Inglourious Basterds,tt0361748,Lawrence Bender,nm0004744,Picture
082-2009,Best Motion Picture of the Year,NA,Precious,tt0929632,Gary Magness,nm2798739,Picture
082-2009,Best Motion Picture of the Year,NA,Precious,tt0929632,Lee Daniels,nm0200005,Picture
082-2009,Best Motion Picture of the Year,NA,Precious,tt0929632,Sarah Siegel-Magness,nm2318133,Picture
082-2009,Best Motion Picture of the Year,NA,The Blind Side,tt0878804,Andrew A. Kosove,nm0467255,Picture
082-2009,Best Motion Picture of the Year,NA,The Blind Side,tt0878804,Broderick Johnson,nm0424663,Picture
082-2009,Best Motion Picture of the Year,NA,The Blind Side,tt0878804,Gil Netter,nm0626696,Picture
082-2009,Best Motion Picture of the Year,NA,Up,tt1049413,Jonas Rivera,nm0729304,Picture
082-2009,Best Motion Picture of the Year,NA,Up in the Air,tt1193138,Daniel Dubiecki,nm0239277,Picture
082-2009,Best Motion Picture of the Year,NA,Up in the Air,tt1193138,Ivan Reitman,nm0718645,Picture
082-2009,Best Motion Picture of the Year,NA,Up in the Air,tt1193138,Jason Reitman,nm0718646,Picture
082-2009,Best Foreign Language Film of the Year,Winner,The Secret in Their Eyes,tt1305806,NA,NA,International
082-2009,Best Foreign Language Film of the Year,NA,A Prophet,tt1235166,NA,NA,International
082-2009,Best Foreign Language Film of the Year,NA,Ajami,tt1077262,NA,NA,International
082-2009,Best Foreign Language Film of the Year,NA,The Milk of Sorrow,tt1206488,NA,NA,International
082-2009,Best Foreign Language Film of the Year,NA,The White Ribbon,tt1149362,NA,NA,International
082-2009,"Best Documentary, Features",Winner,The Cove,tt1313104,Fisher Stevens,nm0001770,Documentary
082-2009,"Best Documentary, Features",Winner,The Cove,tt1313104,Louie Psihoyos,nm2694309,Documentary
082-2009,"Best Documentary, Features",NA,Burma VJ: Reporting from a Closed Country,tt1333634,Anders Østergaard,nm0960312,Documentary
082-2009,"Best Documentary, Features",NA,Burma VJ: Reporting from a Closed Country,tt1333634,Lise Lense-Møller,nm0502208,Documentary
082-2009,"Best Documentary, Features",NA,"Food, Inc.",tt1286537,Elise Pearlstein,nm1015409,Documentary
082-2009,"Best Documentary, Features",NA,"Food, Inc.",tt1286537,Robert Kenner,nm0448422,Documentary
082-2009,"Best Documentary, Features",NA,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,tt1319726,Judith Ehrlich,nm1155102,Documentary
082-2009,"Best Documentary, Features",NA,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,tt1319726,Rick Goldsmith,nm0326124,Documentary
082-2009,"Best Documentary, Features",NA,Which Way Home,tt0489342,Rebecca Cammisa,nm1095640,Documentary
082-2009,Best Animated Feature Film of the Year,Winner,Up,tt1049413,Pete Docter,nm0230032,Animated
082-2009,Best Animated Feature Film of the Year,NA,Coraline,tt0327597,Henry Selick,nm0783139,Animated
082-2009,Best Animated Feature Film of the Year,NA,Fantastic Mr. Fox,tt0432283,Wes Anderson,nm0027572,Animated
082-2009,Best Animated Feature Film of the Year,NA,The Princess and the Frog,tt0780521,John Musker,nm0615780,Animated
082-2009,Best Animated Feature Film of the Year,NA,The Princess and the Frog,tt0780521,Ron Clements,nm0166256,Animated
082-2009,Best Animated Feature Film of the Year,NA,The Secret of Kells,tt0485601,Tomm Moore,nm1119079,Animated
082-2009,Best Achievement in Directing,Winner,The Hurt Locker,tt0887912,Kathryn Bigelow,nm0000941,Director
082-2009,Best Achievement in Directing,NA,Avatar,tt0499549,James Cameron,nm0000116,Director
082-2009,Best Achievement in Directing,NA,Inglourious Basterds,tt0361748,Quentin Tarantino,nm0000233,Director
082-2009,Best Achievement in Directing,NA,Precious,tt0929632,Lee Daniels,nm0200005,Director
082-2009,Best Achievement in Directing,NA,Up in the Air,tt1193138,Jason Reitman,nm0718646,Director
082-2009,"Best Writing, Original Screenplay",Winner,The Hurt Locker,tt0887912,Mark Boal,nm1676793,Writing
082-2009,"Best Writing, Original Screenplay",NA,A Serious Man,tt1019452,Ethan Coen,nm0001053,Writing
082-2009,"Best Writing, Original Screenplay",NA,A Serious Man,tt1019452,Joel Coen,nm0001054,Writing
082-2009,"Best Writing, Original Screenplay",NA,Inglourious Basterds,tt0361748,Quentin Tarantino,nm0000233,Writing
082-2009,"Best Writing, Original Screenplay",NA,The Messenger,tt0790712,Alessandro Camon,nm0131947,Writing
082-2009,"Best Writing, Original Screenplay",NA,The Messenger,tt0790712,Oren Moverman,nm0610219,Writing
082-2009,"Best Writing, Original Screenplay",NA,Up,tt1049413,Bob Peterson,nm0677037,Writing
082-2009,"Best Writing, Original Screenplay",NA,Up,tt1049413,Pete Docter,nm0230032,Writing
082-2009,"Best Writing, Original Screenplay",NA,Up,tt1049413,Tom McCarthy,nm0565336,Writing
082-2009,"Best Writing, Adapted Screenplay",Winner,Precious,tt0929632,Geoffrey Fletcher,nm2819316,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,An Education,tt1174732,Nick Hornby,nm0394984,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,District 9,tt1136608,Neill Blomkamp,nm0088955,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,District 9,tt1136608,Terri Tatchell,nm2833612,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,In the Loop,tt1226774,Armando Iannucci,nm0406334,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,In the Loop,tt1226774,Jesse Armstrong,nm1104036,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,In the Loop,tt1226774,Simon Blackwell,nm1006581,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,In the Loop,tt1226774,Tony Roche,nm0733988,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,Up in the Air,tt1193138,Jason Reitman,nm0718646,Writing
082-2009,"Best Writing, Adapted Screenplay",NA,Up in the Air,tt1193138,Sheldon Turner,nm1417242,Writing
082-2009,Best Performance by an Actress in a Leading Role,Winner,The Blind Side,tt0878804,Sandra Bullock,nm0000113,Performance
082-2009,Best Performance by an Actress in a Leading Role,NA,An Education,tt1174732,Carey Mulligan,nm1659547,Performance
082-2009,Best Performance by an Actress in a Leading Role,NA,Julie & Julia,tt1135503,Meryl Streep,nm0000658,Performance
082-2009,Best Performance by an Actress in a Leading Role,NA,Precious,tt0929632,Gabourey Sidibe,nm2829737,Performance
082-2009,Best Performance by an Actress in a Leading Role,NA,The Last Station,tt0824758,Helen Mirren,nm0000545,Performance
082-2009,Best Performance by an Actor in a Leading Role,Winner,Crazy Heart,tt1263670,Jeff Bridges,nm0000313,Performance
082-2009,Best Performance by an Actor in a Leading Role,NA,A Single Man,tt1315981,Colin Firth,nm0000147,Performance
082-2009,Best Performance by an Actor in a Leading Role,NA,Invictus,tt1057500,Morgan Freeman,nm0000151,Performance
082-2009,Best Performance by an Actor in a Leading Role,NA,The Hurt Locker,tt0887912,Jeremy Renner,nm0719637,Performance
082-2009,Best Performance by an Actor in a Leading Role,NA,Up in the Air,tt1193138,George Clooney,nm0000123,Performance
082-2009,Best Performance by an Actress in a Supporting Role,Winner,Precious,tt0929632,Mo'Nique,nm0594898,Performance
082-2009,Best Performance by an Actress in a Supporting Role,NA,Crazy Heart,tt1263670,Maggie Gyllenhaal,nm0350454,Performance
082-2009,Best Performance by an Actress in a Supporting Role,NA,Nine,tt0875034,Penélope Cruz,nm0004851,Performance
082-2009,Best Performance by an Actress in a Supporting Role,NA,Up in the Air,tt1193138,Anna Kendrick,nm0447695,Performance
082-2009,Best Performance by an Actress in a Supporting Role,NA,Up in the Air,tt1193138,Vera Farmiga,nm0267812,Performance
082-2009,Best Performance by an Actor in a Supporting Role,Winner,Inglourious Basterds,tt0361748,Christoph Waltz,nm0910607,Performance
082-2009,Best Performance by an Actor in a Supporting Role,NA,Invictus,tt1057500,Matt Damon,nm0000354,Performance
082-2009,Best Performance by an Actor in a Supporting Role,NA,The Last Station,tt0824758,Christopher Plummer,nm0001626,Performance
082-2009,Best Performance by an Actor in a Supporting Role,NA,The Lovely Bones,tt0380510,Stanley Tucci,nm0001804,Performance
082-2009,Best Performance by an Actor in a Supporting Role,NA,The Messenger,tt0790712,Woody Harrelson,nm0000437,Performance
082-2009,Best Achievement in Cinematography,Winner,Avatar,tt0499549,Mauro Fiore,nm0278475,Visual Style
082-2009,Best Achievement in Cinematography,NA,Harry Potter and the Half-Blood Prince,tt0417741,Bruno Delbonnel,nm0216632,Visual Style
082-2009,Best Achievement in Cinematography,NA,Inglourious Basterds,tt0361748,Robert Richardson,nm0724744,Visual Style
082-2009,Best Achievement in Cinematography,NA,The Hurt Locker,tt0887912,Barry Ackroyd,nm0010096,Visual Style
082-2009,Best Achievement in Cinematography,NA,The White Ribbon,tt1149362,Christian Berger,nm0074141,Visual Style
082-2009,Best Achievement in Art Direction,Winner,Avatar,tt0499549,Kim Sinclair,nm0801662,Visual Style
082-2009,Best Achievement in Art Direction,Winner,Avatar,tt0499549,Rick Carter,nm0141437,Visual Style
082-2009,Best Achievement in Art Direction,Winner,Avatar,tt0499549,Robert Stromberg,nm0834902,Visual Style
082-2009,Best Achievement in Art Direction,NA,Nine,tt0875034,Gordon Sim,nm0799246,Visual Style
082-2009,Best Achievement in Art Direction,NA,Nine,tt0875034,John Myhre,nm0616924,Visual Style
082-2009,Best Achievement in Art Direction,NA,Sherlock Holmes,tt0988045,Katie Spencer,nm0818005,Visual Style
082-2009,Best Achievement in Art Direction,NA,Sherlock Holmes,tt0988045,Sarah Greenwood,nm0339391,Visual Style
082-2009,Best Achievement in Art Direction,NA,The Imaginarium of Doctor Parnassus,tt1054606,Anastasia Masaro,nm0556085,Visual Style
082-2009,Best Achievement in Art Direction,NA,The Imaginarium of Doctor Parnassus,tt1054606,Caroline Smith,nm0807618,Visual Style
082-2009,Best Achievement in Art Direction,NA,The Imaginarium of Doctor Parnassus,tt1054606,David Warren,nm0912790,Visual Style
082-2009,Best Achievement in Art Direction,NA,The Young Victoria,tt0962736,Maggie Gray,nm0336799,Visual Style
082-2009,Best Achievement in Art Direction,NA,The Young Victoria,tt0962736,Patrice Vermette,nm0894411,Visual Style
082-2009,Best Achievement in Costume Design,Winner,The Young Victoria,tt0962736,Sandy Powell,nm0694309,Visual Style
082-2009,Best Achievement in Costume Design,NA,Bright Star,tt0810784,Janet Patterson,nm0666253,Visual Style
082-2009,Best Achievement in Costume Design,NA,Coco Before Chanel,tt1035736,Catherine Leterrier,nm0504639,Visual Style
082-2009,Best Achievement in Costume Design,NA,Nine,tt0875034,Colleen Atwood,nm0041181,Visual Style
082-2009,Best Achievement in Costume Design,NA,The Imaginarium of Doctor Parnassus,tt1054606,Monique Prudhomme,nm0698889,Visual Style
082-2009,Best Achievement in Makeup,Winner,Star Trek,tt0796366,Barney Burman,nm0122178,Visual Style
082-2009,Best Achievement in Makeup,Winner,Star Trek,tt0796366,Joel Harlow,nm0363355,Visual Style
082-2009,Best Achievement in Makeup,Winner,Star Trek,tt0796366,Mindy Hall,nm0355931,Visual Style
082-2009,Best Achievement in Makeup,NA,Il Divo,tt1023490,Aldo Signoretti,nm0797532,Visual Style
082-2009,Best Achievement in Makeup,NA,Il Divo,tt1023490,Vittorio Sodano,nm0812006,Visual Style
082-2009,Best Achievement in Makeup,NA,The Young Victoria,tt0962736,Jenny Shircore,nm0794246,Visual Style
082-2009,Best Achievement in Makeup,NA,The Young Victoria,tt0962736,Jon Henry Gordon,nm0330331,Visual Style
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Score",Winner,Up,tt1049413,Michael Giacchino,nm0315974,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Score",NA,Avatar,tt0499549,James Horner,nm0000035,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Score",NA,Fantastic Mr. Fox,tt0432283,Alexandre Desplat,nm0006035,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Score",NA,Sherlock Holmes,tt0988045,Hans Zimmer,nm0001877,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Score",NA,The Hurt Locker,tt0887912,Buck Sanders,nm0761486,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Score",NA,The Hurt Locker,tt0887912,Marco Beltrami,nm0001937,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",Winner,Crazy Heart,tt1263670,Ryan Bingham,nm1123709,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",Winner,Crazy Heart,tt1263670,T Bone Burnett,nm0122439,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,Faubourg 36,tt0948535,Frank Thomas,nm3637172,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,Faubourg 36,tt0948535,Reinhardt Wagner,nm0906067,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,Nine,tt0875034,Maury Yeston,nm1169564,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,The Princess and the Frog,tt0780521,Randy Newman,nm0005271,Music
082-2009,"Best Achievement in Music Written for Motion Pictures, Original Song",NA,The Princess and the Frog,tt0780521,Randy Newman,nm0005271,Music
082-2009,Best Achievement in Sound Editing,Winner,The Hurt Locker,tt0887912,Paul N.J. Ottosson,nm0653338,Effects
082-2009,Best Achievement in Sound Editing,NA,Avatar,tt0499549,Christopher Boyes,nm0102110,Effects
082-2009,Best Achievement in Sound Editing,NA,Avatar,tt0499549,Gwendolyn Yates Whittle,nm0946705,Effects
082-2009,Best Achievement in Sound Editing,NA,Inglourious Basterds,tt0361748,Wylie Stateman,nm0823758,Effects
082-2009,Best Achievement in Sound Editing,NA,Star Trek,tt0796366,Alan Rankin,nm0710231,Effects
082-2009,Best Achievement in Sound Editing,NA,Star Trek,tt0796366,Mark P. Stoeckinger,nm0831057,Effects
082-2009,Best Achievement in Sound Editing,NA,Up,tt1049413,Michael Silvers,nm0799011,Effects
082-2009,Best Achievement in Sound Editing,NA,Up,tt1049413,Tom Myers,nm0616878,Effects
082-2009,Best Achievement in Sound Mixing,Winner,The Hurt Locker,tt0887912,Paul N.J. Ottosson,nm0653338,Effects
082-2009,Best Achievement in Sound Mixing,Winner,The Hurt Locker,tt0887912,Ray Beckett,nm0065713,Effects
082-2009,Best Achievement in Sound Mixing,NA,Avatar,tt0499549,Andy Nelson,nm0625144,Effects
082-2009,Best Achievement in Sound Mixing,NA,Avatar,tt0499549,Christopher Boyes,nm0102110,Effects
082-2009,Best Achievement in Sound Mixing,NA,Avatar,tt0499549,Gary Summers,nm0838707,Effects
082-2009,Best Achievement in Sound Mixing,NA,Avatar,tt0499549,Tony Johnson,nm0426357,Effects
082-2009,Best Achievement in Sound Mixing,NA,Inglourious Basterds,tt0361748,Mark Ulano,nm0880360,Effects
082-2009,Best Achievement in Sound Mixing,NA,Inglourious Basterds,tt0361748,Michael Minkler,nm0591444,Effects
082-2009,Best Achievement in Sound Mixing,NA,Inglourious Basterds,tt0361748,Tony Lamberti,nm0483341,Effects
082-2009,Best Achievement in Sound Mixing,NA,Star Trek,tt0796366,Andy Nelson,nm0625144,Effects
082-2009,Best Achievement in Sound Mixing,NA,Star Trek,tt0796366,Anna Behlmer,nm0066933,Effects
082-2009,Best Achievement in Sound Mixing,NA,Star Trek,tt0796366,Peter J. Devlin,nm0222818,Effects
082-2009,Best Achievement in Sound Mixing,NA,Transformers: Revenge of the Fallen,tt1055369,Gary Summers,nm0838707,Effects
082-2009,Best Achievement in Sound Mixing,NA,Transformers: Revenge of the Fallen,tt1055369,Geoffrey Patterson,nm0666215,Effects
082-2009,Best Achievement in Sound Mixing,NA,Transformers: Revenge of the Fallen,tt1055369,Greg P. Russell,nm0751169,Effects
082-2009,Best Achievement in Film Editing,Winner,The Hurt Locker,tt0887912,Bob Murawski,nm0613657,Effects
082-2009,Best Achievement in Film Editing,Winner,The Hurt Locker,tt0887912,Chris Innis,nm0409197,Effects
082-2009,Best Achievement in Film Editing,NA,Avatar,tt0499549,James Cameron,nm0000116,Effects
082-2009,Best Achievement in Film Editing,NA,Avatar,tt0499549,John Refoua,nm0716350,Effects
082-2009,Best Achievement in Film Editing,NA,Avatar,tt0499549,Stephen E. Rivkin,nm0729701,Effects
082-2009,Best Achievement in Film Editing,NA,District 9,tt1136608,Julian Clarke,nm1026592,Effects
082-2009,Best Achievement in Film Editing,NA,Inglourious Basterds,tt0361748,Sally Menke,nm0579673,Effects
082-2009,Best Achievement in Film Editing,NA,Precious,tt0929632,Joe Klotz,nm0460114,Effects
082-2009,Best Achievement in Visual Effects,Winner,Avatar,tt0499549,Andrew R. Jones,nm1002475,Effects
082-2009,Best Achievement in Visual Effects,Winner,Avatar,tt0499549,Joe Letteri,nm0504784,Effects
082-2009,Best Achievement in Visual Effects,Winner,Avatar,tt0499549,Richard Baneham,nm0051824,Effects
082-2009,Best Achievement in Visual Effects,Winner,Avatar,tt0499549,Stephen Rosenbaum,nm0742155,Effects
082-2009,Best Achievement in Visual Effects,NA,District 9,tt1136608,Dan Kaufman,nm0442116,Effects
082-2009,Best Achievement in Visual Effects,NA,District 9,tt1136608,Matt Aitken,nm0014884,Effects
082-2009,Best Achievement in Visual Effects,NA,District 9,tt1136608,Peter Muyzers,nm0616221,Effects
082-2009,Best Achievement in Visual Effects,NA,District 9,tt1136608,Robert Habros,nm0352308,Effects
082-2009,Best Achievement in Visual Effects,NA,Star Trek,tt0796366,Burt Dalton,nm0198245,Effects
082-2009,Best Achievement in Visual Effects,NA,Star Trek,tt0796366,Paul Kavanagh,nm1668259,Effects
082-2009,Best Achievement in Visual Effects,NA,Star Trek,tt0796366,Roger Guyett,nm0004361,Effects
082-2009,Best Achievement in Visual Effects,NA,Star Trek,tt0796366,Russell Earl,nm0247270,Effects
082-2009,"Best Short Film, Live Action",Winner,The New Tenants,tt1520428,Joachim Back,nm3629315,Short
082-2009,"Best Short Film, Live Action",Winner,The New Tenants,tt1520428,Tivi Magnusson,nm0536410,Short
082-2009,"Best Short Film, Live Action",NA,Instead of Abracadabra,tt1351684,Mathias Fjellström,nm1216437,Short
082-2009,"Best Short Film, Live Action",NA,Instead of Abracadabra,tt1351684,Patrik Eklund,nm1350278,Short
082-2009,"Best Short Film, Live Action",NA,Kavi,tt1399573,Gregg Helvey,nm2620434,Short
082-2009,"Best Short Film, Live Action",NA,Miracle Fish,tt1337354,Drew Bailey,nm1037158,Short
082-2009,"Best Short Film, Live Action",NA,Miracle Fish,tt1337354,Luke Doolan,nm1029112,Short
082-2009,"Best Short Film, Live Action",NA,The Door,tt1381557,James Flynn,nm0283478,Short
082-2009,"Best Short Film, Live Action",NA,The Door,tt1381557,Juanita Wilson,nm3397365,Short
082-2009,"Best Short Film, Animated",Winner,Logorama,tt1563725,Nicolas Schmerkin,nm0772645,Short
082-2009,"Best Short Film, Animated",NA,French Roast,tt1323520,Fabrice Joubert,nm1634446,Short
